User_ID,Age,Gender,Subscription_Type,Signup_Date,City
2595,59,Male,Casual,2021-01-16,Seattle
2596,38,Male,Yearly,2021-03-25,San Francisco
2597,59,Male,Monthly,2020-10-17,Seattle
2598,30,Other,Yearly,2020-06-17,Chicago
2599,58,Other,Monthly,2021-03-18,New York
2600,34,Male,Yearly,2021-10-17,Seattle
2601,26,Other,Casual,2020-07-02,San Francisco
2602,58,Other,Casual,2020-02-14,Seattle
2603,18,Female,Yearly,2020-09-24,New York
2604,19,Male,Casual,2021-04-20,Seattle
2605,46,Other,Casual,2020-09-09,San Francisco
2606,50,Other,Monthly,2021-01-30,New York
2607,27,Male,Yearly,2020-10-15,Chicago
2608,57,Female,Casual,2020-07-30,Chicago
2609,38,Male,Yearly,2021-11-19,Boston
2610,45,Female,Monthly,2020-01-21,Seattle
2611,28,Male,Monthly,2020-11-11,San Francisco
2612,51,Male,Yearly,2021-07-17,Seattle
2613,25,Male,Monthly,2021-03-13,New York
2614,39,Male,Casual,2021-02-26,Boston
2615,25,Female,Casual,2020-08-20,San Francisco
2616,32,Female,Monthly,2020-05-02,Seattle
2617,34,Other,Monthly,2021-09-03,San Francisco
2618,40,Male,Yearly,2020-08-01,New York
2619,41,Female,Monthly,2021-10-08,Boston
2620,62,Female,Monthly,2021-12-30,San Francisco
2621,36,Female,Monthly,2021-08-22,New York
2622,22,Male,Casual,2020-02-09,Chicago
2623,49,Other,Casual,2020-11-27,San Francisco
2624,61,Female,Yearly,2021-10-09,Boston
2625,18,Male,Casual,2020-06-30,San Francisco
2626,40,Female,Casual,2020-09-21,San Francisco
2627,54,Female,Monthly,2021-11-24,New York
2628,25,Other,Monthly,2021-06-16,Seattle
2629,30,Female,Yearly,2021-03-07,Seattle
2630,25,Female,Casual,2020-07-14,San Francisco
2631,40,Male,Casual,2021-12-24,Boston
2632,60,Male,Casual,2021-05-23,Boston
2633,18,Other,Monthly,2021-03-22,New York
2634,62,Male,Casual,2021-06-11,San Francisco
2635,41,Male,Monthly,2020-07-20,San Francisco
2636,52,Other,Yearly,2021-12-30,Seattle
2637,41,Female,Yearly,2021-08-27,New York
2638,34,Other,Casual,2020-05-12,Chicago
2639,22,Male,Monthly,2020-05-18,Boston
2640,37,Other,Monthly,2021-10-30,Boston
2641,38,Female,Yearly,2021-05-07,San Francisco
2642,57,Other,Yearly,2020-03-10,New York
2643,48,Male,Casual,2020-01-15,Chicago
2644,63,Male,Monthly,2020-07-30,Boston
2645,53,Other,Casual,2020-02-29,New York
2646,28,Female,Casual,2020-09-08,Chicago
2647,32,Other,Casual,2021-03-21,San Francisco
2648,36,Female,Monthly,2020-01-02,Seattle
2649,24,Female,Monthly,2020-12-01,Boston
2650,45,Other,Casual,2020-01-19,Boston
2651,60,Female,Monthly,2021-07-14,Chicago
2652,22,Male,Casual,2020-03-18,Seattle
2653,22,Other,Monthly,2021-04-16,New York
2654,47,Female,Casual,2020-01-28,San Francisco
2655,49,Male,Casual,2021-07-13,New York
2656,25,Other,Monthly,2021-08-30,Chicago
2657,27,Male,Casual,2020-06-13,Boston
2658,55,Male,Monthly,2021-04-02,Boston
2659,64,Male,Casual,2020-06-24,New York
2660,49,Female,Monthly,2021-08-07,San Francisco
2661,45,Other,Casual,2020-01-29,Chicago
2662,34,Other,Monthly,2021-10-30,San Francisco
2663,48,Female,Monthly,2020-10-05,Chicago
2664,25,Other,Casual,2020-10-09,San Francisco
2665,57,Male,Monthly,2021-04-23,New York
2666,42,Other,Casual,2021-06-02,Seattle
2667,26,Female,Monthly,2020-10-31,Chicago
2668,19,Male,Casual,2021-11-24,New York
2669,32,Female,Monthly,2020-04-18,Boston
2670,20,Male,Monthly,2020-11-19,Boston
2671,53,Male,Yearly,2020-07-24,San Francisco
2672,21,Other,Monthly,2020-08-21,Boston
2673,31,Male,Monthly,2021-04-02,Seattle
2674,58,Female,Monthly,2020-07-05,Chicago
2675,58,Other,Yearly,2021-04-26,San Francisco
2676,42,Female,Monthly,2021-02-10,Chicago
2677,27,Male,Casual,2021-05-23,Chicago
2678,38,Female,Yearly,2021-06-03,New York
2679,53,Female,Monthly,2020-02-22,Boston
2680,29,Male,Yearly,2021-02-01,Chicago
2681,44,Other,Yearly,2020-07-17,Seattle
2682,57,Female,Casual,2021-01-25,Seattle
2683,19,Male,Monthly,2021-10-10,Boston
2684,30,Other,Casual,2021-05-12,Boston
2685,49,Other,Casual,2020-06-20,San Francisco
2686,48,Other,Casual,2020-03-26,San Francisco
2687,33,Female,Monthly,2021-07-11,San Francisco
2688,49,Female,Casual,2020-07-04,Boston
2689,49,Female,Casual,2020-06-04,Chicago
2690,51,Other,Monthly,2021-05-07,New York
2691,28,Female,Casual,2021-06-04,San Francisco
2692,27,Male,Casual,2021-09-18,New York
2693,32,Female,Casual,2021-10-27,Seattle
2694,34,Female,Casual,2020-05-09,Boston
2695,57,Other,Monthly,2020-03-21,Seattle
2696,35,Female,Casual,2021-01-18,San Francisco
2697,26,Male,Yearly,2021-10-20,Chicago
2698,42,Other,Monthly,2020-10-21,San Francisco
2699,57,Male,Casual,2020-09-25,New York
2700,31,Other,Casual,2021-10-06,San Francisco
2701,42,Other,Monthly,2021-07-15,Chicago
2702,39,Female,Monthly,2021-06-18,Chicago
2703,47,Male,Casual,2021-01-12,Boston
2704,37,Other,Casual,2021-01-10,Boston
2705,38,Female,Yearly,2020-03-28,Chicago
2706,61,Other,Casual,2021-09-15,Chicago
2707,49,Other,Casual,2020-04-20,New York
2708,63,Other,Yearly,2021-08-06,San Francisco
2709,38,Other,Monthly,2020-06-02,Boston
2710,52,Other,Casual,2021-04-07,New York
2711,49,Other,Monthly,2021-07-22,San Francisco
2712,47,Female,Casual,2020-06-04,Boston
2713,56,Other,Monthly,2021-09-16,New York
2714,29,Male,Monthly,2020-11-13,Seattle
2715,58,Female,Yearly,2021-07-12,Seattle
2716,64,Male,Yearly,2020-08-25,Boston
2717,35,Other,Yearly,2020-11-29,New York
2718,38,Male,Yearly,2020-04-15,San Francisco
2719,30,Other,Monthly,2021-04-26,San Francisco
2720,38,Other,Casual,2021-11-29,New York
2721,25,Female,Monthly,2021-11-01,Seattle
2722,63,Female,Monthly,2021-12-10,New York
2723,57,Other,Yearly,2021-01-16,Seattle
2724,63,Female,Casual,2021-11-19,Seattle
2725,24,Male,Yearly,2020-09-17,San Francisco
2726,40,Female,Yearly,2020-10-19,Boston
2727,61,Female,Yearly,2020-11-30,Chicago
2728,49,Male,Yearly,2021-10-16,New York
2729,28,Female,Casual,2021-12-09,Seattle
2730,39,Other,Casual,2021-04-20,New York
2731,39,Male,Casual,2020-08-12,Boston
2732,60,Other,Casual,2021-07-08,Boston
2733,42,Male,Monthly,2021-03-29,Chicago
2734,39,Other,Yearly,2021-10-24,Chicago
2735,45,Other,Yearly,2020-10-22,Seattle
2736,46,Female,Monthly,2021-07-28,Chicago
2737,30,Other,Casual,2021-10-03,Seattle
2738,35,Female,Casual,2021-04-07,San Francisco
2739,19,Male,Casual,2020-08-01,Seattle
2740,46,Other,Casual,2021-08-07,Chicago
2741,38,Other,Monthly,2021-09-07,New York
2742,32,Male,Casual,2020-06-06,Chicago
2743,44,Male,Casual,2020-09-28,Boston
2744,48,Other,Casual,2020-08-25,Chicago
2745,32,Male,Monthly,2020-10-29,San Francisco
2746,40,Female,Monthly,2021-10-31,Seattle
2747,41,Male,Monthly,2021-09-12,Boston
2748,61,Male,Monthly,2021-06-04,Seattle
2749,30,Other,Yearly,2020-11-16,Seattle
2750,39,Female,Casual,2020-02-28,Chicago
2751,60,Male,Monthly,2020-12-23,New York
2752,54,Female,Monthly,2021-12-04,Boston
2753,50,Female,Monthly,2021-10-09,San Francisco
2754,20,Female,Yearly,2020-09-07,San Francisco
2755,36,Other,Casual,2021-03-11,New York
2756,40,Male,Monthly,2020-05-25,New York
2757,46,Other,Casual,2020-12-17,Chicago
2758,47,Male,Monthly,2021-07-23,San Francisco
2759,56,Male,Casual,2021-11-19,Boston
2760,61,Other,Casual,2020-09-01,New York
2761,64,Female,Monthly,2021-07-13,New York
2762,42,Female,Monthly,2020-10-27,New York
2763,54,Male,Casual,2021-03-13,Boston
2764,64,Other,Monthly,2020-04-09,San Francisco
2765,25,Female,Monthly,2021-12-25,Boston
2766,59,Female,Casual,2021-04-24,Boston
2767,33,Male,Monthly,2021-02-18,Chicago
2768,25,Male,Monthly,2020-06-13,New York
2769,18,Other,Monthly,2021-09-29,San Francisco
2770,61,Male,Casual,2020-10-28,Chicago
2771,22,Female,Casual,2020-04-30,Chicago
2772,20,Female,Monthly,2020-03-28,Seattle
2773,18,Female,Yearly,2020-08-04,New York
2774,21,Female,Monthly,2021-07-26,San Francisco
2775,57,Other,Casual,2020-06-27,San Francisco
2776,52,Other,Monthly,2021-12-02,San Francisco
2777,49,Male,Yearly,2020-06-11,New York
2778,59,Male,Casual,2021-08-15,San Francisco
2779,51,Male,Yearly,2020-06-18,Boston
2780,60,Other,Yearly,2020-10-27,Boston
2781,42,Female,Casual,2021-01-08,New York
2782,27,Male,Yearly,2021-12-08,San Francisco
2783,38,Female,Casual,2020-07-21,Seattle
2784,63,Male,Yearly,2020-02-16,Seattle
2785,56,Male,Monthly,2021-04-07,Seattle
2786,44,Male,Monthly,2021-10-31,Boston
2787,44,Male,Monthly,2021-02-11,Seattle
2788,19,Male,Monthly,2020-07-12,San Francisco
2789,58,Female,Casual,2021-03-02,San Francisco
2790,30,Male,Monthly,2020-11-12,Seattle
2791,26,Female,Casual,2021-04-23,Chicago
2792,53,Other,Casual,2021-02-24,Seattle
2793,39,Male,Casual,2020-09-25,Chicago
2794,59,Female,Monthly,2021-04-25,New York
2795,43,Other,Casual,2021-12-11,New York
2796,29,Other,Casual,2020-09-19,San Francisco
2797,34,Other,Casual,2021-03-01,Boston
2798,31,Female,Casual,2020-06-14,San Francisco
2799,31,Male,Monthly,2021-11-22,San Francisco
2800,51,Male,Yearly,2021-03-03,Boston
2801,37,Female,Casual,2021-12-04,San Francisco
2802,28,Male,Yearly,2021-01-31,Boston
2803,33,Female,Monthly,2020-08-03,San Francisco
2804,48,Male,Monthly,2020-04-16,New York
2805,23,Other,Monthly,2020-04-07,Chicago
2806,36,Male,Yearly,2021-04-26,San Francisco
2807,54,Female,Casual,2021-05-13,Chicago
2808,21,Female,Monthly,2020-08-17,Seattle
2809,64,Other,Monthly,2020-09-13,San Francisco
2810,21,Female,Monthly,2020-02-12,New York
2811,37,Male,Yearly,2020-08-29,Boston
2812,27,Male,Casual,2021-07-07,New York
2813,41,Other,Monthly,2020-04-04,Chicago
2814,52,Female,Monthly,2020-07-06,Boston
2815,43,Other,Casual,2021-01-19,New York
2816,54,Male,Casual,2021-02-03,New York
2817,55,Other,Monthly,2021-05-20,New York
2818,38,Female,Yearly,2020-06-15,Boston
2819,57,Other,Monthly,2020-05-04,New York
2820,56,Female,Yearly,2021-11-03,New York
2821,38,Female,Monthly,2020-03-27,Chicago
2822,27,Male,Casual,2021-05-03,New York
2823,55,Male,Casual,2020-08-13,New York
2824,63,Male,Casual,2021-10-18,Seattle
2825,21,Female,Casual,2020-12-10,Boston
2826,62,Other,Casual,2021-06-01,Seattle
2827,37,Female,Monthly,2020-01-31,Chicago
2828,34,Male,Monthly,2021-12-09,Seattle
2829,24,Male,Casual,2020-10-22,San Francisco
2830,21,Other,Casual,2021-02-17,Boston
2831,46,Male,Casual,2020-05-14,New York
2832,31,Male,Monthly,2021-06-08,Seattle
2833,20,Male,Casual,2020-01-04,Seattle
2834,41,Other,Casual,2020-06-26,New York
2835,54,Female,Yearly,2020-09-15,New York
2836,33,Male,Yearly,2021-10-13,Chicago
2837,21,Other,Casual,2020-03-05,Seattle
2838,41,Male,Monthly,2020-12-28,Seattle
2839,51,Other,Casual,2021-12-17,San Francisco
2840,47,Male,Monthly,2020-01-17,San Francisco
2841,35,Other,Monthly,2020-07-18,Seattle
2842,36,Male,Casual,2021-06-27,San Francisco
2843,48,Female,Monthly,2020-07-30,Seattle
2844,36,Male,Casual,2021-03-10,Boston
2845,63,Other,Casual,2020-09-29,Chicago
2846,36,Male,Casual,2020-10-16,San Francisco
2847,39,Female,Monthly,2021-04-27,Seattle
2848,41,Male,Casual,2020-08-21,San Francisco
2849,62,Other,Casual,2021-02-11,Chicago
2850,29,Other,Casual,2021-11-24,Boston
2851,47,Female,Casual,2020-05-25,New York
2852,55,Other,Monthly,2021-07-15,New York
2853,48,Male,Casual,2021-03-05,San Francisco
2854,53,Male,Casual,2021-03-07,Seattle
2855,36,Male,Monthly,2021-09-06,Chicago
2856,62,Other,Monthly,2021-06-28,Boston
2857,53,Male,Yearly,2021-05-11,Boston
2858,47,Male,Monthly,2020-03-29,Boston
2859,50,Male,Casual,2021-02-14,New York
2860,35,Female,Monthly,2020-08-28,Chicago
2861,45,Other,Monthly,2020-08-10,New York
2862,64,Other,Casual,2021-10-26,San Francisco
2863,28,Other,Yearly,2021-04-12,Boston
2864,62,Female,Casual,2021-07-22,Chicago
2865,50,Other,Yearly,2020-11-17,Boston
2866,34,Female,Yearly,2021-01-09,New York
2867,23,Female,Monthly,2020-04-21,New York
2868,21,Other,Yearly,2021-06-10,New York
2869,37,Male,Monthly,2021-02-15,Boston
2870,64,Male,Casual,2020-09-25,Chicago
2871,44,Other,Monthly,2021-09-17,Chicago
2872,32,Other,Casual,2020-09-08,San Francisco
2873,23,Female,Casual,2021-01-08,Boston
2874,64,Other,Monthly,2021-10-15,San Francisco
2875,31,Female,Casual,2021-09-17,San Francisco
2876,28,Other,Casual,2021-03-25,San Francisco
2877,56,Male,Monthly,2021-06-20,San Francisco
2878,26,Male,Yearly,2021-01-02,New York
2879,43,Other,Casual,2020-09-11,San Francisco
2880,33,Female,Casual,2021-04-07,Chicago
2881,22,Male,Casual,2020-09-24,San Francisco
2882,27,Female,Monthly,2020-05-05,New York
2883,20,Other,Casual,2021-01-27,Seattle
2884,30,Other,Monthly,2020-11-29,Seattle
2885,60,Male,Casual,2021-07-18,Seattle
2886,47,Other,Casual,2021-01-02,Boston
2887,62,Male,Yearly,2021-07-08,Chicago
2888,23,Female,Casual,2021-11-08,New York
2889,34,Male,Monthly,2021-07-07,Seattle
2890,62,Male,Casual,2021-03-31,New York
2891,36,Female,Monthly,2021-11-18,New York
2892,59,Male,Monthly,2020-03-07,Boston
2893,52,Male,Casual,2020-03-06,Seattle
2894,63,Other,Casual,2021-08-17,San Francisco
2895,43,Female,Casual,2021-09-08,New York
2896,22,Male,Monthly,2021-02-03,Seattle
2897,46,Female,Monthly,2020-10-13,New York
2898,54,Female,Monthly,2020-07-04,Boston
2899,37,Male,Monthly,2020-10-10,Boston
2900,38,Other,Casual,2021-05-30,San Francisco
2901,27,Female,Casual,2021-10-11,Boston
2902,22,Male,Casual,2021-11-21,Seattle
2903,53,Female,Casual,2020-08-24,Boston
2904,23,Other,Casual,2020-01-18,San Francisco
2905,43,Other,Monthly,2021-02-17,Chicago
2906,21,Other,Monthly,2020-01-09,New York
2907,56,Male,Yearly,2021-02-23,New York
2908,56,Male,Casual,2020-01-29,Seattle
2909,52,Other,Monthly,2021-10-17,San Francisco
2910,18,Male,Yearly,2020-12-13,San Francisco
2911,41,Other,Monthly,2021-10-22,San Francisco
2912,53,Male,Casual,2021-07-29,New York
2913,23,Other,Casual,2021-03-25,Boston
2914,58,Female,Casual,2021-01-14,New York
2915,63,Other,Casual,2021-11-29,New York
2916,61,Other,Monthly,2020-12-31,New York
2917,48,Male,Casual,2020-08-14,Boston
2918,37,Male,Casual,2020-04-27,Chicago
2919,41,Male,Monthly,2021-02-15,Seattle
2920,42,Male,Monthly,2020-12-21,Chicago
2921,53,Male,Monthly,2020-09-10,Chicago
2922,38,Male,Monthly,2021-06-26,New York
2923,47,Female,Casual,2021-11-03,Chicago
2924,41,Other,Casual,2021-12-27,New York
2925,61,Other,Casual,2021-03-19,New York
2926,59,Other,Monthly,2021-11-11,Seattle
2927,47,Female,Yearly,2020-03-21,San Francisco
2928,39,Other,Casual,2020-02-15,New York
2929,45,Female,Monthly,2020-02-18,Chicago
2930,24,Female,Casual,2021-03-24,Seattle
2931,52,Female,Monthly,2021-02-10,Chicago
2932,45,Other,Casual,2020-10-09,San Francisco
2933,31,Female,Casual,2021-04-17,Boston
2934,27,Other,Yearly,2021-02-19,San Francisco
2935,33,Other,Monthly,2021-08-22,Seattle
2936,33,Male,Monthly,2020-04-30,San Francisco
2937,48,Male,Casual,2020-01-03,San Francisco
2938,59,Female,Casual,2020-11-11,Seattle
2939,42,Female,Casual,2021-04-04,Seattle
2940,30,Other,Yearly,2020-08-14,Chicago
2941,23,Female,Yearly,2020-03-19,New York
2942,61,Female,Monthly,2021-10-18,Boston
2943,26,Other,Casual,2021-06-27,Boston
2944,62,Female,Yearly,2021-12-23,Boston
2945,53,Female,Monthly,2020-03-11,San Francisco
2946,60,Other,Monthly,2020-07-15,Seattle
2947,37,Other,Casual,2020-02-27,Seattle
2948,35,Male,Monthly,2021-02-27,Seattle
2949,60,Other,Monthly,2021-04-13,New York
2950,38,Male,Yearly,2021-09-15,Seattle
2951,21,Female,Monthly,2020-02-17,Seattle
2952,50,Other,Casual,2021-03-10,San Francisco
2953,44,Other,Monthly,2020-07-03,Chicago
2954,24,Other,Yearly,2020-06-13,Boston
2955,23,Female,Casual,2021-12-27,San Francisco
2956,32,Male,Casual,2020-11-26,San Francisco
2957,35,Female,Casual,2020-11-25,San Francisco
2958,49,Female,Monthly,2020-04-30,Boston
2959,28,Other,Casual,2020-07-31,San Francisco
2960,37,Male,Monthly,2021-05-21,Chicago
2961,41,Female,Casual,2021-07-06,Seattle
2962,32,Other,Yearly,2020-06-16,Chicago
2963,24,Female,Casual,2021-06-29,Seattle
2964,38,Female,Casual,2021-03-02,Seattle
2965,59,Other,Monthly,2021-12-09,San Francisco
2966,43,Other,Monthly,2021-12-03,San Francisco
2967,61,Male,Casual,2020-08-08,Boston
2968,31,Female,Casual,2020-01-10,New York
2969,54,Other,Casual,2020-04-29,Chicago
2970,38,Other,Monthly,2021-09-26,Boston
2971,35,Male,Monthly,2020-09-03,Boston
2972,22,Male,Monthly,2020-12-25,Chicago
2973,20,Other,Monthly,2020-08-08,Chicago
2974,40,Male,Monthly,2021-05-20,Seattle
2975,43,Other,Casual,2020-02-27,New York
2976,54,Female,Yearly,2021-04-04,San Francisco
2977,41,Male,Yearly,2020-05-07,New York
2978,36,Female,Casual,2021-11-29,New York
2979,42,Female,Casual,2021-12-17,San Francisco
2980,38,Female,Casual,2020-03-26,New York
2981,29,Other,Casual,2020-04-13,Boston
2982,58,Female,Monthly,2020-05-22,Boston
2983,50,Female,Monthly,2020-07-23,San Francisco
2984,21,Female,Monthly,2021-10-02,San Francisco
2985,59,Other,Monthly,2020-02-07,Chicago
2986,24,Female,Monthly,2020-12-28,Chicago
2987,39,Female,Monthly,2021-09-12,New York
2988,50,Male,Casual,2020-11-04,New York
2989,34,Other,Casual,2020-02-21,San Francisco
2990,41,Female,Monthly,2020-01-01,New York
2991,51,Male,Casual,2020-01-11,Seattle
2992,45,Other,Casual,2021-10-01,Boston
2993,60,Other,Yearly,2020-08-01,New York
2994,58,Other,Monthly,2021-07-09,New York
2995,56,Other,Casual,2021-06-01,Chicago
2996,39,Other,Monthly,2021-10-29,Seattle
2997,34,Other,Monthly,2021-02-18,New York
2998,51,Female,Casual,2020-01-08,Boston
2999,23,Female,Casual,2020-01-05,New York
3000,63,Female,Yearly,2020-12-27,San Francisco
3001,23,Female,Casual,2021-11-24,Seattle
3002,51,Male,Casual,2020-04-21,New York
3003,18,Female,Monthly,2020-09-29,Seattle
3004,27,Other,Monthly,2021-02-25,New York
3005,38,Female,Casual,2020-09-21,Boston
3006,22,Female,Casual,2021-04-02,Boston
3007,19,Other,Casual,2020-07-30,Seattle
3008,39,Female,Yearly,2020-03-18,Chicago
3009,19,Female,Casual,2021-10-27,Chicago
3010,27,Female,Monthly,2020-08-08,San Francisco
3011,51,Male,Yearly,2021-01-03,Chicago
3012,33,Female,Casual,2020-12-12,Seattle
3013,56,Other,Yearly,2020-01-25,Chicago
3014,39,Other,Yearly,2021-02-23,San Francisco
3015,29,Female,Yearly,2020-12-19,New York
3016,41,Female,Casual,2021-12-20,Chicago
3017,64,Female,Monthly,2021-02-20,Seattle
3018,57,Other,Monthly,2021-05-29,Seattle
3019,55,Other,Yearly,2020-08-02,San Francisco
3020,27,Male,Casual,2020-04-21,San Francisco
3021,52,Male,Monthly,2021-12-04,Boston
3022,49,Male,Casual,2021-07-12,Boston
3023,24,Other,Casual,2021-03-03,Boston
3024,38,Male,Monthly,2021-11-29,New York
3025,37,Female,Monthly,2021-07-15,Seattle
3026,43,Female,Monthly,2021-12-09,Boston
3027,21,Other,Monthly,2020-08-03,Seattle
3028,63,Male,Yearly,2021-02-16,San Francisco
3029,39,Female,Casual,2021-01-14,New York
3030,32,Other,Monthly,2021-08-24,San Francisco
3031,57,Male,Casual,2020-08-19,Seattle
3032,38,Female,Casual,2020-09-14,Boston
3033,32,Male,Monthly,2021-10-26,San Francisco
3034,39,Other,Yearly,2020-09-12,Chicago
3035,45,Male,Monthly,2021-02-06,New York
3036,31,Other,Monthly,2021-02-27,Seattle
3037,44,Male,Casual,2020-03-05,Boston
3038,58,Female,Casual,2020-07-08,San Francisco
3039,57,Other,Monthly,2021-08-25,New York
3040,45,Other,Casual,2020-06-21,Boston
3041,43,Other,Casual,2021-09-19,San Francisco
3042,19,Male,Monthly,2021-07-14,Seattle
3043,42,Male,Casual,2020-08-14,Chicago
3044,20,Female,Casual,2021-08-03,Chicago
3045,25,Other,Monthly,2021-01-22,Seattle
3046,61,Other,Monthly,2021-02-04,New York
3047,50,Male,Yearly,2021-09-29,Seattle
3048,59,Male,Monthly,2020-07-31,San Francisco
3049,52,Female,Monthly,2020-02-22,New York
3050,23,Female,Yearly,2021-09-15,Chicago
3051,56,Male,Monthly,2021-11-01,San Francisco
3052,40,Other,Casual,2021-10-23,Boston
3053,42,Female,Casual,2020-05-18,Boston
3054,60,Male,Monthly,2021-02-21,Boston
3055,36,Male,Monthly,2021-09-16,Chicago
3056,22,Other,Monthly,2020-05-22,Seattle
3057,28,Male,Monthly,2021-05-23,New York
3058,29,Male,Monthly,2021-10-11,Chicago
3059,27,Female,Yearly,2021-04-30,San Francisco
3060,25,Male,Monthly,2021-03-12,San Francisco
3061,41,Male,Casual,2021-06-26,Boston
3062,45,Female,Yearly,2020-10-19,New York
3063,58,Other,Casual,2021-09-11,Boston
3064,53,Other,Monthly,2020-10-10,San Francisco
3065,54,Female,Yearly,2021-11-01,San Francisco
3066,38,Female,Monthly,2020-01-14,Seattle
3067,25,Other,Monthly,2021-09-25,Seattle
3068,26,Other,Monthly,2021-12-27,Seattle
3069,64,Other,Casual,2020-09-28,Boston
3070,32,Other,Casual,2020-01-25,New York
3071,63,Other,Monthly,2020-11-17,Seattle
3072,57,Female,Monthly,2021-11-11,Chicago
3073,35,Male,Monthly,2020-04-12,Seattle
3074,59,Other,Casual,2020-02-09,Boston
3075,37,Other,Monthly,2020-08-22,New York
3076,23,Male,Monthly,2020-03-29,Seattle
3077,29,Male,Monthly,2020-04-09,New York
3078,19,Male,Monthly,2020-05-23,Chicago
3079,24,Male,Monthly,2020-03-22,San Francisco
3080,33,Male,Monthly,2021-08-11,New York
3081,20,Male,Monthly,2021-07-24,Seattle
3082,62,Female,Yearly,2020-08-16,Boston
3083,20,Male,Casual,2021-08-25,Boston
3084,44,Male,Yearly,2021-01-29,Boston
3085,60,Female,Casual,2021-05-27,Boston
3086,57,Male,Casual,2020-07-15,New York
3087,55,Other,Yearly,2020-09-30,Boston
3088,50,Other,Casual,2021-08-12,San Francisco
3089,45,Male,Monthly,2021-10-14,Chicago
3090,18,Female,Yearly,2021-08-05,New York
3091,25,Other,Yearly,2021-07-15,New York
3092,54,Female,Yearly,2021-01-06,Boston
3093,49,Other,Casual,2020-03-20,Boston
3094,60,Male,Monthly,2020-08-22,New York
3095,54,Female,Casual,2020-10-13,Boston
3096,21,Female,Monthly,2021-10-28,Boston
3097,47,Female,Yearly,2021-07-25,Boston
3098,23,Other,Casual,2021-06-28,Boston
3099,63,Other,Monthly,2021-03-12,Boston
3100,36,Other,Monthly,2020-05-06,Seattle
3101,49,Male,Monthly,2021-12-12,Seattle
3102,26,Other,Yearly,2021-02-20,Seattle
3103,29,Male,Casual,2021-09-29,New York
3104,28,Female,Monthly,2020-02-10,Chicago
3105,63,Female,Yearly,2021-04-13,New York
3106,33,Male,Monthly,2020-10-23,Seattle
3107,18,Other,Casual,2021-08-19,New York
3108,62,Male,Monthly,2021-08-23,Chicago
3109,38,Female,Casual,2020-02-11,Boston
3110,47,Female,Casual,2021-09-23,San Francisco
3111,30,Male,Yearly,2020-10-05,Seattle
3112,51,Other,Monthly,2021-04-03,Seattle
3113,21,Other,Yearly,2020-02-02,Chicago
3114,45,Male,Yearly,2020-10-02,Boston
3115,55,Male,Monthly,2021-10-26,Boston
3116,48,Other,Casual,2020-03-30,San Francisco
3117,44,Female,Monthly,2021-09-07,Boston
3118,22,Male,Casual,2021-06-07,Chicago
3119,42,Other,Yearly,2020-06-08,Boston
3120,20,Other,Casual,2021-04-02,Chicago
3121,50,Female,Casual,2021-12-08,Seattle
3122,21,Female,Monthly,2021-02-02,Seattle
3123,42,Female,Casual,2020-03-31,Seattle
3124,37,Female,Casual,2021-12-09,New York
3125,51,Female,Monthly,2021-08-03,Seattle
3126,43,Male,Casual,2021-04-10,Chicago
3127,22,Other,Casual,2020-08-07,San Francisco
3128,52,Male,Casual,2021-02-22,Boston
3129,45,Male,Monthly,2021-01-13,Seattle
3130,46,Male,Monthly,2021-12-26,New York
3131,26,Male,Monthly,2021-03-22,New York
3132,55,Male,Monthly,2020-05-25,Chicago
3133,23,Female,Casual,2020-08-20,San Francisco
3134,36,Female,Yearly,2021-01-05,Seattle
3135,61,Other,Casual,2020-08-21,Seattle
3136,28,Male,Monthly,2021-12-26,New York
3137,19,Other,Yearly,2021-01-01,Chicago
3138,64,Female,Yearly,2021-04-25,New York
3139,61,Female,Casual,2021-07-26,New York
3140,61,Female,Casual,2020-12-28,San Francisco
3141,26,Male,Monthly,2021-08-12,Chicago
3142,38,Male,Casual,2021-05-25,San Francisco
3143,41,Female,Yearly,2020-04-04,Chicago
3144,51,Other,Monthly,2020-08-03,Seattle
3145,39,Other,Monthly,2021-12-25,Boston
3146,20,Female,Casual,2021-12-12,Boston
3147,29,Other,Monthly,2021-06-26,Chicago
3148,45,Female,Monthly,2020-05-14,Boston
3149,47,Other,Yearly,2020-03-23,New York
3150,43,Female,Casual,2021-01-25,Seattle
3151,38,Other,Casual,2020-02-16,Seattle
3152,45,Male,Casual,2021-01-26,Boston
3153,43,Female,Casual,2021-12-18,Chicago
3154,50,Female,Monthly,2021-01-19,New York
3155,38,Other,Yearly,2021-01-15,Chicago
3156,52,Female,Casual,2020-03-17,Boston
3157,51,Female,Yearly,2020-09-15,Seattle
3158,58,Female,Casual,2021-08-26,Seattle
3159,64,Male,Casual,2021-02-02,Chicago
3160,35,Male,Casual,2020-04-09,San Francisco
3161,28,Other,Casual,2021-05-15,Chicago
3162,40,Male,Yearly,2021-01-17,San Francisco
3163,39,Other,Casual,2021-12-07,Chicago
3164,34,Male,Monthly,2020-07-10,San Francisco
3165,22,Other,Monthly,2021-08-02,San Francisco
3166,61,Male,Yearly,2021-08-24,San Francisco
3167,28,Male,Casual,2020-12-10,San Francisco
3168,47,Other,Casual,2020-01-10,New York
3169,32,Female,Casual,2020-09-20,San Francisco
3170,44,Female,Monthly,2020-09-24,San Francisco
3171,52,Male,Casual,2021-09-21,Seattle
3172,50,Other,Yearly,2021-07-24,New York
