Bike_ID,Maintenance_Date,Issue_Reported,Downtime_Hours
409,2022-09-12,Brake Issue,10
510,2022-03-06,Battery Issue,32
35,2022-05-10,Chain Issue,32
219,2022-10-13,Brake Issue,32
394,2022-07-25,Flat Tire,46
466,2022-09-02,Flat Tire,17
593,2022-08-31,Brake Issue,42
807,2022-06-13,Brake Issue,33
55,2022-05-23,Flat Tire,15
244,2022-06-01,Battery Issue,13
420,2022-11-01,Brake Issue,11
579,2022-04-02,Brake Issue,5
435,2022-01-18,Flat Tire,40
604,2022-09-29,Flat Tire,41
179,2022-10-19,Brake Issue,45
146,2022-04-27,Brake Issue,35
849,2022-08-21,Flat Tire,5
482,2022-02-10,Flat Tire,34
343,2022-06-15,Battery Issue,20
24,2022-01-23,Flat Tire,20
545,2022-08-30,Battery Issue,29
546,2022-11-17,Chain Issue,24
172,2022-11-10,Flat Tire,44
470,2022-09-24,Chain Issue,25
217,2022-01-23,Chain Issue,46
242,2022-06-01,Flat Tire,37
263,2023-01-01,Chain Issue,37
504,2022-09-03,Chain Issue,34
941,2022-08-11,Battery Issue,21
583,2022-02-02,Battery Issue,30
533,2022-07-07,Chain Issue,39
632,2022-01-10,Battery Issue,35
154,2022-09-21,Chain Issue,24
425,2022-09-15,Chain Issue,24
139,2022-03-26,Flat Tire,6
613,2022-01-13,Flat Tire,14
965,2022-04-02,Battery Issue,20
99,2022-10-26,Chain Issue,15
868,2022-07-28,Brake Issue,39
786,2022-05-06,Brake Issue,17
865,2022-01-24,Brake Issue,47
621,2022-12-12,Flat Tire,43
546,2022-11-25,Battery Issue,38
983,2022-08-11,Flat Tire,41
911,2022-04-10,Flat Tire,10
190,2022-10-29,Battery Issue,26
39,2022-12-16,Chain Issue,23
880,2022-05-11,Flat Tire,7
508,2022-11-08,Flat Tire,23
258,2022-04-28,Brake Issue,26
254,2022-02-14,Chain Issue,43
132,2022-12-20,Chain Issue,11
588,2022-01-14,Flat Tire,39
929,2022-04-03,Brake Issue,37
406,2022-07-02,Brake Issue,39
931,2022-01-28,Battery Issue,10
578,2022-10-01,Brake Issue,38
971,2022-11-01,Brake Issue,9
789,2022-04-08,Battery Issue,27
703,2022-01-19,Chain Issue,12
201,2022-11-21,Brake Issue,25
763,2022-10-27,Brake Issue,39
275,2022-02-19,Brake Issue,19
195,2022-11-29,Chain Issue,44
404,2022-03-26,Battery Issue,33
427,2022-09-08,Chain Issue,38
834,2022-02-13,Chain Issue,46
308,2022-07-16,Battery Issue,21
385,2022-10-17,Brake Issue,8
28,2022-06-01,Brake Issue,7
857,2022-01-19,Battery Issue,41
713,2022-01-31,Brake Issue,40
451,2022-04-11,Flat Tire,38
923,2022-12-28,Chain Issue,1
467,2022-04-17,Battery Issue,36
284,2022-08-27,Flat Tire,5
88,2022-04-15,Flat Tire,45
538,2022-10-11,Battery Issue,17
335,2022-07-14,Flat Tire,37
588,2022-07-13,Flat Tire,8
451,2022-04-26,Battery Issue,15
112,2022-04-30,Brake Issue,26
840,2022-06-22,Chain Issue,38
926,2022-10-19,Chain Issue,2
934,2022-06-30,Chain Issue,5
198,2022-08-15,Chain Issue,45
168,2022-09-30,Battery Issue,32
982,2022-09-11,Brake Issue,33
482,2022-08-21,Battery Issue,1
678,2022-04-02,Brake Issue,43
327,2022-03-13,Brake Issue,6
433,2022-01-04,Chain Issue,44
82,2022-06-13,Brake Issue,28
942,2022-10-02,Chain Issue,41
575,2022-01-08,Brake Issue,18
329,2022-06-01,Battery Issue,5
613,2022-08-24,Brake Issue,39
707,2022-04-28,Flat Tire,23
488,2022-08-07,Chain Issue,43
477,2022-11-05,Flat Tire,12
773,2022-07-01,Chain Issue,9
662,2022-01-06,Brake Issue,12
347,2022-01-16,Battery Issue,12
496,2022-05-26,Flat Tire,5
574,2022-07-22,Flat Tire,9
864,2022-01-16,Chain Issue,25
346,2022-06-09,Flat Tire,30
309,2022-03-05,Battery Issue,4
748,2022-10-18,Chain Issue,15
588,2022-02-27,Battery Issue,7
285,2022-09-27,Flat Tire,18
295,2022-02-27,Flat Tire,41
449,2022-03-04,Battery Issue,10
329,2022-11-10,Flat Tire,25
856,2022-07-03,Flat Tire,6
348,2022-12-27,Flat Tire,46
561,2022-10-11,Brake Issue,20
770,2022-08-30,Battery Issue,15
776,2022-03-04,Brake Issue,15
732,2022-01-19,Brake Issue,30
948,2022-11-07,Brake Issue,35
67,2022-09-14,Chain Issue,32
834,2022-09-30,Brake Issue,22
645,2022-04-21,Battery Issue,34
461,2022-12-25,Chain Issue,32
710,2022-09-28,Chain Issue,20
299,2022-07-12,Brake Issue,32
904,2022-01-16,Brake Issue,41
14,2022-07-25,Chain Issue,20
141,2022-09-06,Battery Issue,46
987,2022-07-12,Brake Issue,3
750,2022-05-05,Chain Issue,21
936,2022-01-18,Battery Issue,39
295,2022-07-16,Battery Issue,38
684,2022-01-24,Flat Tire,10
140,2022-02-21,Chain Issue,46
396,2022-09-05,Chain Issue,44
273,2022-10-21,Flat Tire,15
484,2022-03-27,Battery Issue,27
678,2022-08-17,Brake Issue,12
763,2022-11-20,Chain Issue,11
291,2022-12-17,Brake Issue,44
828,2022-10-15,Brake Issue,41
66,2022-07-13,Brake Issue,16
316,2022-08-24,Chain Issue,28
558,2022-04-04,Battery Issue,11
986,2022-01-15,Flat Tire,18
452,2022-01-13,Battery Issue,27
700,2022-01-28,Chain Issue,16
207,2022-11-24,Flat Tire,43
504,2022-01-06,Battery Issue,2
724,2022-12-03,Battery Issue,35
905,2022-04-22,Brake Issue,12
133,2022-10-12,Battery Issue,30
983,2022-01-02,Battery Issue,45
743,2022-03-24,Battery Issue,8
170,2022-08-02,Brake Issue,17
277,2022-05-07,Chain Issue,26
213,2022-07-02,Chain Issue,29
116,2022-03-27,Brake Issue,45
714,2022-01-15,Flat Tire,37
145,2022-10-06,Brake Issue,3
555,2022-05-06,Brake Issue,34
819,2022-03-23,Battery Issue,32
534,2022-01-21,Flat Tire,5
188,2022-10-14,Battery Issue,30
418,2022-11-21,Brake Issue,40
501,2022-10-11,Chain Issue,16
173,2022-09-06,Flat Tire,40
305,2022-04-09,Chain Issue,33
36,2022-11-10,Chain Issue,45
496,2022-11-20,Brake Issue,28
360,2022-09-13,Battery Issue,24
103,2022-01-12,Brake Issue,16
504,2022-08-03,Brake Issue,34
471,2022-04-12,Flat Tire,31
475,2022-08-12,Flat Tire,12
518,2022-05-03,Battery Issue,15
490,2022-12-03,Flat Tire,4
546,2022-07-23,Chain Issue,22
940,2022-02-23,Battery Issue,32
605,2022-05-05,Brake Issue,21
16,2022-07-31,Flat Tire,47
582,2022-11-30,Brake Issue,46
369,2022-05-30,Flat Tire,9
165,2022-05-30,Battery Issue,16
776,2022-01-30,Chain Issue,21
874,2022-06-15,Battery Issue,9
448,2022-07-27,Brake Issue,14
857,2022-03-22,Battery Issue,31
306,2022-09-21,Chain Issue,34
65,2022-08-24,Chain Issue,6
764,2022-04-22,Flat Tire,39
311,2022-04-10,Brake Issue,36
287,2022-07-04,Chain Issue,38
734,2022-06-22,Flat Tire,12
437,2022-10-26,Brake Issue,9
904,2022-06-13,Flat Tire,43
463,2022-05-24,Brake Issue,5
805,2022-09-30,Battery Issue,44
152,2022-04-26,Flat Tire,6
946,2022-12-29,Flat Tire,9
313,2022-05-04,Flat Tire,23
600,2022-05-06,Brake Issue,11
395,2022-08-14,Battery Issue,23
982,2022-12-10,Battery Issue,46
305,2022-06-06,Battery Issue,19
961,2022-12-08,Brake Issue,29
859,2022-07-04,Flat Tire,7
160,2022-01-10,Brake Issue,1
648,2022-08-18,Brake Issue,11
272,2022-12-20,Chain Issue,37
4,2022-05-11,Brake Issue,11
843,2022-02-06,Flat Tire,18
928,2022-07-02,Battery Issue,39
6,2022-07-25,Chain Issue,31
347,2022-09-14,Battery Issue,42
682,2022-01-20,Chain Issue,17
186,2022-06-16,Flat Tire,47
531,2022-05-16,Chain Issue,24
625,2022-01-12,Flat Tire,45
264,2022-05-21,Chain Issue,17
700,2022-08-15,Flat Tire,26
270,2022-09-09,Flat Tire,25
440,2022-01-15,Battery Issue,31
41,2022-12-25,Brake Issue,33
53,2022-02-03,Flat Tire,31
121,2022-01-13,Brake Issue,46
39,2022-01-07,Flat Tire,46
67,2022-11-25,Battery Issue,8
867,2022-03-26,Brake Issue,5
175,2022-07-23,Chain Issue,34
545,2022-03-13,Chain Issue,46
946,2022-03-18,Brake Issue,35
580,2022-01-20,Brake Issue,47
531,2022-06-19,Chain Issue,17
252,2022-03-20,Battery Issue,46
396,2022-10-30,Battery Issue,5
674,2022-02-06,Flat Tire,14
402,2022-12-17,Flat Tire,12
53,2022-08-05,Brake Issue,18
519,2022-06-04,Brake Issue,23
793,2022-07-10,Brake Issue,32
565,2022-09-02,Chain Issue,8
757,2022-02-12,Battery Issue,46
635,2022-07-27,Flat Tire,22
472,2022-05-23,Brake Issue,2
548,2022-12-12,Battery Issue,9
91,2022-12-31,Battery Issue,11
710,2022-04-08,Brake Issue,5
345,2022-01-25,Brake Issue,14
30,2023-01-01,Chain Issue,16
448,2022-09-30,Chain Issue,25
558,2022-07-03,Brake Issue,35
776,2022-06-10,Chain Issue,34
980,2022-07-30,Chain Issue,43
779,2022-11-28,Flat Tire,23
882,2022-03-18,Flat Tire,9
43,2022-07-16,Chain Issue,24
731,2022-04-22,Battery Issue,3
753,2022-01-19,Brake Issue,16
312,2022-09-09,Brake Issue,27
140,2022-04-15,Brake Issue,6
304,2022-08-01,Flat Tire,23
255,2022-03-03,Flat Tire,28
720,2022-01-29,Chain Issue,31
631,2022-06-23,Brake Issue,26
488,2022-06-21,Battery Issue,9
150,2022-06-11,Brake Issue,45
247,2022-08-23,Chain Issue,6
160,2022-08-14,Flat Tire,34
138,2022-04-02,Flat Tire,30
631,2022-11-27,Battery Issue,29
373,2022-02-19,Flat Tire,5
954,2022-12-05,Flat Tire,13
869,2022-12-21,Flat Tire,32
910,2022-10-18,Flat Tire,31
303,2022-09-19,Battery Issue,7
583,2022-03-29,Flat Tire,23
58,2022-03-04,Flat Tire,31
834,2022-07-03,Brake Issue,35
874,2022-03-06,Chain Issue,8
961,2022-01-21,Battery Issue,19
369,2022-08-23,Flat Tire,38
179,2022-01-26,Chain Issue,26
465,2022-12-31,Flat Tire,11
331,2022-06-21,Brake Issue,22
528,2022-02-08,Battery Issue,44
933,2022-11-19,Brake Issue,29
402,2022-02-24,Chain Issue,24
273,2022-12-10,Flat Tire,19
447,2022-12-09,Battery Issue,3
887,2022-01-13,Chain Issue,19
551,2022-12-14,Battery Issue,30
125,2022-11-01,Chain Issue,39
288,2022-12-17,Flat Tire,36
317,2022-09-10,Brake Issue,28
459,2022-05-27,Battery Issue,15
529,2022-03-11,Flat Tire,42
756,2022-11-22,Battery Issue,47
668,2022-11-23,Battery Issue,47
281,2022-04-26,Brake Issue,28
546,2022-06-12,Chain Issue,17
720,2022-06-20,Flat Tire,46
370,2022-08-28,Battery Issue,33
590,2022-03-16,Battery Issue,21
350,2022-05-08,Chain Issue,2
859,2022-04-24,Battery Issue,4
677,2022-03-01,Flat Tire,8
795,2022-08-18,Flat Tire,46
616,2022-09-24,Flat Tire,44
684,2022-06-11,Chain Issue,31
683,2022-03-15,Flat Tire,28
513,2022-05-04,Brake Issue,9
850,2022-01-21,Flat Tire,3
968,2022-07-17,Flat Tire,10
833,2022-10-09,Brake Issue,24
804,2022-05-18,Flat Tire,5
914,2022-03-28,Flat Tire,29
678,2022-04-27,Battery Issue,22
149,2022-12-20,Brake Issue,31
792,2022-07-12,Brake Issue,25
53,2022-11-12,Brake Issue,10
990,2022-02-08,Flat Tire,24
612,2022-10-17,Chain Issue,22
823,2022-12-07,Brake Issue,23
651,2022-03-08,Battery Issue,6
872,2022-08-04,Chain Issue,31
803,2022-05-18,Brake Issue,3
431,2022-01-30,Flat Tire,18
480,2022-04-02,Flat Tire,25
980,2022-03-13,Battery Issue,27
264,2022-04-17,Battery Issue,23
935,2022-01-15,Battery Issue,10
420,2022-08-18,Brake Issue,14
728,2022-04-20,Battery Issue,21
7,2022-10-12,Brake Issue,15
134,2022-06-27,Battery Issue,12
633,2022-03-03,Brake Issue,47
686,2022-08-17,Brake Issue,34
91,2022-03-16,Flat Tire,37
166,2022-10-10,Flat Tire,5
901,2022-08-01,Chain Issue,46
219,2022-08-13,Flat Tire,39
132,2022-09-14,Chain Issue,11
841,2022-02-14,Battery Issue,1
138,2022-10-05,Brake Issue,10
152,2022-08-08,Flat Tire,8
918,2022-02-20,Flat Tire,29
12,2022-04-09,Chain Issue,13
60,2022-06-02,Battery Issue,35
761,2022-10-19,Chain Issue,9
801,2022-01-19,Flat Tire,35
118,2022-01-11,Chain Issue,44
83,2022-08-27,Battery Issue,39
167,2022-12-09,Flat Tire,29
327,2022-06-29,Chain Issue,3
765,2022-02-15,Chain Issue,12
635,2022-03-22,Chain Issue,43
810,2022-01-22,Brake Issue,27
723,2022-11-30,Battery Issue,29
968,2022-09-01,Battery Issue,26
245,2022-03-26,Brake Issue,29
812,2022-05-28,Chain Issue,19
479,2022-05-22,Flat Tire,3
764,2022-03-06,Chain Issue,34
367,2022-01-21,Brake Issue,25
404,2022-02-18,Chain Issue,10
126,2022-12-29,Chain Issue,44
464,2022-08-21,Brake Issue,45
352,2022-10-20,Battery Issue,15
555,2022-06-29,Brake Issue,8
393,2022-05-05,Battery Issue,25
231,2022-07-29,Flat Tire,30
190,2022-02-07,Brake Issue,36
882,2022-12-09,Battery Issue,18
707,2022-06-11,Chain Issue,5
43,2022-10-10,Chain Issue,1
402,2022-06-16,Flat Tire,27
789,2022-12-23,Flat Tire,14
484,2022-03-06,Battery Issue,5
46,2022-01-17,Chain Issue,46
31,2022-12-19,Chain Issue,14
31,2022-02-25,Flat Tire,16
432,2022-09-04,Brake Issue,19
150,2022-08-26,Flat Tire,46
414,2022-05-17,Flat Tire,4
307,2022-11-27,Chain Issue,6
637,2022-02-26,Flat Tire,15
631,2022-09-13,Flat Tire,14
164,2022-03-20,Battery Issue,25
932,2022-05-17,Battery Issue,28
881,2022-11-30,Flat Tire,29
658,2022-03-17,Flat Tire,13
934,2022-09-21,Battery Issue,8
659,2022-03-22,Battery Issue,33
285,2022-01-10,Flat Tire,26
230,2022-11-06,Brake Issue,24
116,2022-09-27,Battery Issue,24
593,2022-02-22,Brake Issue,13
391,2022-02-19,Brake Issue,30
344,2022-07-06,Chain Issue,15
856,2022-06-02,Flat Tire,37
840,2022-07-04,Flat Tire,31
468,2022-10-08,Battery Issue,18
239,2022-12-10,Brake Issue,27
207,2022-02-20,Brake Issue,11
358,2022-06-26,Battery Issue,11
261,2022-12-02,Battery Issue,10
414,2022-07-24,Brake Issue,28
397,2022-02-03,Chain Issue,8
137,2022-04-19,Battery Issue,19
681,2022-05-09,Flat Tire,40
203,2022-04-05,Battery Issue,7
755,2022-04-01,Flat Tire,14
595,2022-01-31,Flat Tire,7
340,2022-03-07,Flat Tire,4
243,2022-02-17,Brake Issue,27
588,2022-08-07,Chain Issue,46
154,2022-06-01,Brake Issue,19
686,2022-09-11,Chain Issue,8
370,2022-04-26,Brake Issue,23
800,2022-11-11,Battery Issue,45
327,2022-11-16,Brake Issue,45
539,2022-03-31,Battery Issue,18
804,2022-11-06,Chain Issue,12
259,2022-02-09,Chain Issue,1
14,2022-01-13,Brake Issue,29
908,2022-01-21,Flat Tire,33
286,2022-05-05,Flat Tire,25
605,2022-11-05,Flat Tire,16
152,2022-07-08,Flat Tire,12
52,2022-04-27,Flat Tire,14
321,2022-12-10,Battery Issue,34
138,2022-05-02,Brake Issue,35
559,2022-03-08,Battery Issue,14
720,2022-05-18,Battery Issue,16
536,2022-04-18,Chain Issue,4
585,2022-05-21,Battery Issue,34
242,2022-01-10,Battery Issue,21
858,2022-10-24,Battery Issue,11
860,2022-01-10,Flat Tire,44
511,2022-11-07,Chain Issue,4
616,2022-02-03,Battery Issue,3
568,2022-05-15,Flat Tire,24
285,2022-03-09,Flat Tire,41
194,2022-08-25,Brake Issue,41
202,2022-10-02,Brake Issue,9
591,2022-05-30,Flat Tire,12
161,2022-01-07,Brake Issue,7
985,2022-08-26,Battery Issue,33
272,2022-03-20,Flat Tire,14
713,2022-05-08,Brake Issue,31
778,2022-05-26,Brake Issue,27
340,2022-08-25,Brake Issue,41
810,2022-06-29,Battery Issue,34
554,2022-10-14,Chain Issue,27
388,2022-03-14,Brake Issue,14
882,2022-08-26,Flat Tire,6
146,2022-11-05,Battery Issue,8
499,2022-07-05,Flat Tire,23
555,2022-05-05,Brake Issue,7
941,2022-11-09,Battery Issue,22
574,2022-12-03,Battery Issue,6
739,2022-08-28,Flat Tire,19
957,2022-10-29,Chain Issue,44
200,2022-10-03,Chain Issue,33
102,2022-12-15,Chain Issue,26
793,2022-01-06,Brake Issue,2
48,2022-04-19,Chain Issue,41
675,2022-06-23,Flat Tire,45
578,2022-10-08,Flat Tire,46
815,2022-07-30,Battery Issue,22
290,2022-07-31,Battery Issue,12
8,2022-04-10,Brake Issue,33
780,2022-08-14,Brake Issue,40
649,2022-01-29,Flat Tire,10
104,2022-08-30,Battery Issue,11
329,2022-09-30,Brake Issue,14
995,2022-10-28,Battery Issue,26
727,2022-11-26,Flat Tire,47
764,2022-02-11,Brake Issue,37
130,2022-11-08,Flat Tire,7
600,2022-05-14,Chain Issue,9
526,2022-02-06,Battery Issue,40
99,2022-08-09,Chain Issue,19
459,2022-04-12,Chain Issue,7
685,2022-04-26,Brake Issue,2
423,2022-11-02,Chain Issue,3
929,2022-07-19,Flat Tire,1
465,2022-12-05,Chain Issue,26
135,2022-03-17,Chain Issue,10
26,2022-08-04,Flat Tire,26
297,2022-04-23,Flat Tire,2
914,2022-05-12,Chain Issue,21
596,2022-03-11,Chain Issue,31
837,2022-05-12,Battery Issue,26
48,2022-11-17,Chain Issue,15
361,2022-11-30,Flat Tire,43
535,2022-08-21,Brake Issue,43
566,2022-12-26,Chain Issue,16
506,2022-09-09,Chain Issue,20
491,2022-11-10,Battery Issue,15
798,2022-04-14,Brake Issue,4
252,2022-02-05,Chain Issue,39
445,2022-10-04,Battery Issue,14
358,2022-03-05,Battery Issue,23
914,2022-10-09,Battery Issue,34
930,2022-07-29,Chain Issue,42
945,2022-11-18,Chain Issue,26
776,2022-04-30,Battery Issue,1
481,2022-10-23,Flat Tire,23
791,2022-12-02,Brake Issue,37
698,2022-12-22,Battery Issue,14
246,2022-02-15,Brake Issue,16
157,2022-04-12,Battery Issue,11
439,2022-06-25,Battery Issue,22
649,2022-12-31,Brake Issue,38
455,2022-04-04,Brake Issue,12
954,2022-03-23,Battery Issue,2
695,2022-10-06,Battery Issue,31
563,2022-05-28,Brake Issue,45
298,2022-06-05,Flat Tire,23
356,2022-09-22,Brake Issue,19
898,2022-06-16,Flat Tire,30
30,2022-12-27,Battery Issue,23
717,2022-03-31,Flat Tire,35
82,2022-03-17,Chain Issue,13
287,2022-11-11,Flat Tire,23
905,2022-04-26,Battery Issue,24
654,2022-05-08,Battery Issue,37
577,2022-04-13,Battery Issue,10
599,2022-02-06,Battery Issue,44
828,2022-01-15,Chain Issue,25
959,2022-07-30,Flat Tire,3
590,2022-06-12,Brake Issue,22
497,2022-07-08,Brake Issue,28
116,2022-06-27,Battery Issue,20
88,2022-02-16,Brake Issue,31
601,2022-10-04,Brake Issue,22
843,2022-06-14,Flat Tire,2
780,2022-06-10,Battery Issue,31
246,2022-09-10,Flat Tire,17
9,2022-11-20,Brake Issue,26
751,2022-01-19,Chain Issue,31
364,2022-04-18,Flat Tire,30
539,2022-10-02,Flat Tire,29
731,2022-04-09,Battery Issue,41
828,2022-11-20,Battery Issue,32
774,2022-07-25,Chain Issue,28
523,2022-06-22,Chain Issue,15
747,2022-12-07,Flat Tire,8
338,2022-10-21,Battery Issue,17
165,2022-07-28,Flat Tire,24
898,2022-09-02,Chain Issue,33
665,2022-03-28,Chain Issue,37
288,2022-03-21,Battery Issue,28
424,2022-03-12,Brake Issue,29
929,2022-12-04,Flat Tire,34
110,2022-08-23,Battery Issue,10
426,2022-05-15,Chain Issue,5
290,2022-05-07,Brake Issue,21
309,2022-06-09,Battery Issue,28
274,2022-05-02,Battery Issue,7
619,2022-05-01,Battery Issue,6
938,2022-11-19,Brake Issue,29
722,2022-01-13,Flat Tire,23
919,2022-09-03,Brake Issue,7
518,2022-08-27,Brake Issue,22
846,2022-09-03,Brake Issue,40
578,2022-05-24,Flat Tire,30
151,2022-10-10,Brake Issue,18
161,2022-11-19,Battery Issue,27
140,2022-12-12,Chain Issue,37
729,2022-02-10,Chain Issue,16
631,2022-05-26,Flat Tire,36
805,2022-06-25,Battery Issue,32
255,2022-03-04,Brake Issue,31
85,2022-03-24,Battery Issue,7
830,2022-03-09,Flat Tire,16
726,2022-09-24,Chain Issue,30
209,2022-07-27,Brake Issue,33
457,2022-10-27,Battery Issue,19
829,2022-06-17,Brake Issue,7
325,2022-10-31,Brake Issue,33
482,2022-04-07,Flat Tire,41
915,2022-04-28,Flat Tire,37
525,2022-12-31,Chain Issue,21
345,2022-10-22,Battery Issue,46
611,2022-12-29,Battery Issue,42
70,2022-10-18,Brake Issue,30
685,2022-07-27,Chain Issue,46
794,2022-11-13,Chain Issue,46
958,2022-10-29,Battery Issue,6
563,2022-05-21,Brake Issue,26
297,2022-11-21,Battery Issue,6
605,2022-08-20,Chain Issue,24
61,2022-01-20,Battery Issue,31
290,2022-07-23,Battery Issue,29
751,2022-09-08,Brake Issue,47
256,2022-07-23,Brake Issue,6
555,2022-01-18,Battery Issue,23
802,2022-09-30,Battery Issue,12
220,2022-10-11,Chain Issue,36
279,2022-02-22,Chain Issue,32
889,2022-07-29,Chain Issue,1
497,2022-10-10,Brake Issue,33
865,2022-07-04,Flat Tire,46
839,2022-01-13,Flat Tire,22
893,2022-03-07,Flat Tire,39
761,2022-06-07,Brake Issue,23
94,2022-09-10,Chain Issue,12
830,2022-10-02,Battery Issue,39
560,2022-05-16,Flat Tire,10
825,2022-07-12,Chain Issue,18
747,2022-04-01,Brake Issue,46
199,2022-04-12,Battery Issue,35
408,2022-01-27,Chain Issue,27
958,2022-12-30,Brake Issue,37
399,2022-08-29,Battery Issue,34
240,2022-04-24,Flat Tire,18
714,2022-01-31,Brake Issue,28
308,2022-03-07,Chain Issue,36
845,2022-04-30,Brake Issue,22
541,2022-06-04,Flat Tire,35
745,2022-07-06,Brake Issue,43
720,2022-02-16,Battery Issue,4
842,2022-09-12,Brake Issue,12
11,2022-05-16,Brake Issue,3
597,2022-02-23,Brake Issue,45
256,2022-07-11,Chain Issue,6
569,2022-12-02,Chain Issue,15
647,2022-12-26,Chain Issue,32
225,2022-05-17,Flat Tire,29
385,2022-12-05,Chain Issue,15
513,2022-01-08,Brake Issue,16
106,2022-08-13,Battery Issue,31
172,2022-05-11,Brake Issue,6
969,2022-03-26,Chain Issue,11
359,2022-10-18,Flat Tire,11
425,2022-08-27,Battery Issue,37
517,2022-06-23,Brake Issue,15
170,2022-09-06,Flat Tire,37
209,2022-03-17,Flat Tire,42
188,2022-08-27,Flat Tire,4
337,2022-03-11,Battery Issue,8
842,2022-11-17,Brake Issue,25
566,2022-07-05,Brake Issue,26
198,2022-04-06,Battery Issue,27
18,2022-06-12,Flat Tire,2
145,2022-11-07,Brake Issue,26
891,2022-01-14,Battery Issue,29
497,2022-07-10,Chain Issue,11
190,2022-05-17,Chain Issue,34
222,2022-01-19,Battery Issue,45
709,2022-04-04,Flat Tire,19
643,2022-02-22,Flat Tire,12
419,2022-12-15,Brake Issue,15
178,2022-12-30,Brake Issue,35
89,2022-02-13,Brake Issue,22
165,2022-06-05,Brake Issue,41
369,2022-07-09,Flat Tire,19
636,2022-02-23,Flat Tire,20
383,2022-08-15,Brake Issue,36
593,2022-08-31,Brake Issue,39
616,2022-01-04,Brake Issue,32
792,2022-02-15,Brake Issue,25
834,2022-11-13,Battery Issue,13
702,2022-09-15,Flat Tire,16
67,2022-02-06,Brake Issue,3
710,2022-08-01,Brake Issue,24
269,2022-11-21,Battery Issue,21
86,2022-08-14,Brake Issue,10
403,2022-11-23,Flat Tire,36
693,2022-04-16,Brake Issue,12
651,2022-08-06,Battery Issue,28
877,2022-09-01,Flat Tire,14
956,2022-07-05,Chain Issue,32
967,2022-01-20,Chain Issue,3
11,2022-07-28,Brake Issue,15
612,2022-05-14,Brake Issue,22
841,2022-04-19,Brake Issue,33
179,2022-09-07,Brake Issue,36
726,2022-10-13,Chain Issue,8
32,2022-05-02,Battery Issue,26
606,2022-02-05,Battery Issue,7
194,2022-09-23,Battery Issue,43
510,2022-10-06,Chain Issue,22
611,2022-06-12,Brake Issue,46
514,2022-09-17,Battery Issue,29
590,2022-08-25,Brake Issue,35
922,2022-08-17,Battery Issue,46
510,2022-12-01,Chain Issue,35
549,2022-06-04,Brake Issue,41
855,2022-03-11,Brake Issue,44
438,2022-03-18,Battery Issue,25
31,2022-12-02,Chain Issue,33
314,2022-06-28,Brake Issue,29
377,2022-11-26,Chain Issue,32
862,2022-05-13,Flat Tire,1
270,2022-12-06,Chain Issue,25
523,2022-11-20,Brake Issue,41
78,2022-08-26,Battery Issue,8
215,2022-05-15,Battery Issue,10
982,2022-01-18,Brake Issue,1
143,2022-08-10,Flat Tire,39
937,2022-05-13,Flat Tire,36
65,2022-06-20,Chain Issue,8
105,2022-01-08,Chain Issue,35
495,2022-11-19,Battery Issue,44
337,2022-05-21,Brake Issue,7
829,2022-10-06,Brake Issue,42
642,2022-01-28,Battery Issue,42
341,2022-02-03,Chain Issue,25
740,2022-11-11,Battery Issue,9
864,2022-08-23,Battery Issue,3
562,2022-12-12,Flat Tire,13
67,2022-03-03,Flat Tire,40
773,2022-01-20,Brake Issue,25
570,2022-09-20,Flat Tire,35
469,2022-02-01,Chain Issue,1
965,2022-02-06,Chain Issue,4
607,2022-12-24,Chain Issue,47
386,2022-07-04,Brake Issue,10
443,2022-04-29,Chain Issue,31
760,2022-01-06,Flat Tire,47
43,2022-12-21,Battery Issue,7
282,2022-03-23,Flat Tire,33
362,2022-03-02,Chain Issue,44
975,2022-04-06,Flat Tire,32
595,2022-07-15,Chain Issue,19
716,2022-08-27,Chain Issue,3
445,2022-11-13,Chain Issue,31
538,2022-02-01,Brake Issue,6
532,2022-11-19,Battery Issue,16
818,2022-02-15,Brake Issue,36
279,2022-06-05,Brake Issue,46
858,2022-07-14,Chain Issue,36
442,2022-07-14,Flat Tire,22
776,2022-12-22,Flat Tire,2
654,2022-08-28,Brake Issue,44
529,2022-04-19,Flat Tire,47
100,2022-02-27,Flat Tire,15
895,2022-08-14,Battery Issue,23
389,2022-10-07,Battery Issue,34
989,2022-12-18,Battery Issue,1
808,2022-07-09,Battery Issue,31
738,2022-10-20,Brake Issue,12
449,2022-03-16,Battery Issue,10
974,2022-04-01,Battery Issue,26
168,2022-03-27,Battery Issue,18
868,2022-12-20,Flat Tire,14
480,2022-01-22,Brake Issue,34
327,2022-12-20,Battery Issue,14
986,2022-09-27,Chain Issue,19
148,2022-12-09,Battery Issue,30
390,2022-08-25,Battery Issue,22
653,2022-05-15,Battery Issue,21
65,2022-04-11,Battery Issue,8
338,2022-07-01,Flat Tire,25
230,2022-11-10,Brake Issue,31
411,2022-03-13,Flat Tire,12
423,2022-07-06,Chain Issue,5
995,2023-01-01,Chain Issue,9
214,2022-10-08,Battery Issue,39
76,2022-01-08,Battery Issue,10
861,2022-09-26,Flat Tire,42
978,2022-03-31,Flat Tire,13
784,2022-11-04,Flat Tire,43
200,2022-08-06,Flat Tire,2
691,2022-08-03,Battery Issue,24
524,2022-08-28,Battery Issue,5
323,2022-03-20,Chain Issue,37
489,2023-01-01,Brake Issue,29
416,2022-01-19,Battery Issue,45
